project_id,project_description,beneficiary,total_amount,eu_cofinancing_amount,member_state_amount,paid_eu_funding,project_title,operational_program,fund_acronym,nuts3,lau2,start_date,management_authority,priority_label,source,beneficiary_url
3788,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ŠMARJE PRI JELŠAH,369370,369370,,,OBNOVA LC  406230 BELO - PRISTAVA - III. ETAPA,OP RR,ESRR,SAVINJSKA,ŠMARJE PRI JELŠAH,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3789,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ŠMARJE PRI JELŠAH,344895,344895,,,IZGRADNJA MUZEJA BAROKA V OBČINI ŠMARJE PRI JELŠAH,OP RR,ESRR,SAVINJSKA,ŠMARJE PRI JELŠAH,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3790,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA TOLMIN,922248,922248,,,KOMUNALNA INFRASTRUKTURA ZATOLMIN,OP RR,ESRR,GORIŠKA,TOLMIN,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3791,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA TRBOVLJE,793333,793333,,,VODOOSKRBA MESTA TRBOVELJ,OP RR,ESRR,ZASAVSKA,TRBOVLJE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3792,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA TRŽIČ,1275238,1275238,,,KANALIZACIJA ŽIGANJA VAS - SEBENJE,OP RR,ESRR,GORENJSKA,TRŽIČ,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3793,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA VIDEM,464708,464708,,,CESTA LC 328041 - PTUJ - MARINJA VAS,OP RR,ESRR,PODRAVSKA,VIDEM,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3794,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA VOJNIK,523761,523761,,,REKONSTRUKCIJA VOZIŠČA FRANKOLOVO - ČREŠNJICE - ŽIČE,OP RR,ESRR,SAVINJSKA,VOJNIK,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3795,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ZAGORJE OB SAVI,345740,345740,,,REKONSTRUKCIJA LC ZALOKA - JESENOVO - VRHE,OP RR,ESRR,ZASAVSKA,ZAGORJE OB SAVI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3796,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ŽUŽEMBERK,1756596,1756596,,,CESTNA IN KOMUNALNA INFRASTRUKTURA ŽUŽEMBERK,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,ŽUŽEMBERK,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3797,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",MESTNA OBČINA CELJE,2436185,2436185,,,IZGRADNJA BEŽIGRAJSKE CESTE V CELJU,OP RR,ESRR,SAVINJSKA,CELJE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3798,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",MESTNA OBČINA MARIBOR,1083604,1083604,,,"OBNOVA KARANTENE"" V NEKDANJI KAZNILNICI""",OP RR,ESRR,PODRAVSKA,MARIBOR,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3799,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",MESTNA OBČINA MARIBOR,930594,930594,,,KROŽIŠČE NA TITOVI CESTI - C4,OP RR,ESRR,PODRAVSKA,MARIBOR,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3800,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",MESTNA OBČINA MURSKA SOBOTA,491494,491494,,,KOLESARSKO OMREŽJE V MESTNI OBČINI MURSKA SOBOTA,OP RR,ESRR,POMURSKA,MURSKA SOBOTA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3801,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",MESTNA OBČINA NOVA GORICA,486732,486732,,,INKUBATOR UNIVERZE V NOVI GORICI,OP RR,ESRR,GORIŠKA,NOVA GORICA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3802,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",MESTNA OBČINA NOVO MESTO,1379940,1379940,,,VODOVOD GRČEVJE,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,NOVO MESTO,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3803,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",MESTNA OBČINA SLOVENJ GRADEC,850000,850000,,,REVITALIZACIJA MESTNEGA JEDRA SLOVENJ GRADEC,OP RR,ESRR,KOROŠKA,SLOVENJ GRADEC,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3804,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",MESTNA OBČINA SLOVENJ GRADEC,460140,460140,,,IZGRADNJA KANALIZACIJSKEGA OMREŽJA KOPE,OP RR,ESRR,KOROŠKA,SLOVENJ GRADEC,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3805,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",MESTNA OBČINA VELENJE,458064,458064,,,"VILA BIANCA, FAZA II.",OP RR,ESRR,SAVINJSKA,VELENJE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3806,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA BELTINCI,1230981,1230981,,,IZGRADNJA SEKUNDARNEGA KANALIZACIJSKEGA OMREŽJA V NASELJIH,OP RR,ESRR,POMURSKA,BELTINCI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3807,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA BENEDIKT,1474248,1474248,,,REKONSTRUKCIJA IN IZGRADNJA LC203060 S PLOČNIKOM,OP RR,ESRR,PODRAVSKA,BENEDIKT,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3808,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA BISTRICA OB SOTLI,461486,461486,,,UREDITEV CESTE ZAGAJ - SVETE GORE - VRHOVNICE,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,BISTRICA OB SOTLI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3809,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA BLOKE,405527,405527,,,PROMETNA IN OKOLJSKA INFRASTRUKTURA VELIKE BLOKE,OP RR,ESRR,NOTRANJSKO-KRAŠKA,BLOKE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3810,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA BOHINJ,1188656,1188656,,,SEKUNDARNA KANALIZACIJA RIBČEV LAZ,OP RR,ESRR,GORENJSKA,BOHINJ,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3811,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA BOHINJ,437586,437586,,,KOLESARSKA POT BOHINJ,OP RR,ESRR,GORENJSKA,BOHINJ,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3812,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA BRDA,644495,644495,,,OBNOVA CESTE DOBROVO - VIPOLŽE - MEJA ITALIJA,OP RR,ESRR,GORIŠKA,BRDA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3813,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA BREŽICE,1742697,1742697,,,UREDITEV STAREGA MESTNEGA JEDRA,OP RR,ESRR,SPODNJEPOSAVSKA,BREŽICE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3814,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA DESTRNIK,493000,493000,,,KANALIZACIJA JANEŽOVCI,OP RR,ESRR,PODRAVSKA,DESTRNIK,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3815,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA DRAVOGRAD,282000,282000,,,KOLESARSKA STEZA DRAVOGRAD - SLOVENJ GRADEC,OP RR,ESRR,KOROŠKA,DRAVOGRAD,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3816,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA GORIŠNICA,270652,270652,,,REKONSTRUKCIJA LC 102121 IN LC 102161,OP RR,ESRR,PODRAVSKA,GORIŠNICA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3818,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA GRAD,896235,896235,,,SEKUNDARNA VODOOSKRBA V NAJBOLJ OGROŽENIH OBMOČJIH OBČINE GRAD,OP RR,ESRR,POMURSKA,GRAD,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3819,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA HAJDINA,278031,278031,,,KANALIZACIJA HAJDINA,OP RR,ESRR,PODRAVSKA,HAJDINA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3820,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA HRASTNIK,856921,856921,,,UREJANJE MESTNEGA JEDRA OBČINE HRASTNIK,OP RR,ESRR,ZASAVSKA,HRASTNIK,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3821,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA HRPELJE-KOZINA,660851.32,660851.32,,,GRADNJA ČISTILNE NAPRAVE IN KANALIZACIJE KOZINA,OP RR,ESRR,OBALNO-KRAŠKA,HRPELJE-KOZINA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3822,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA IDRIJA,578750,578750,,,OBČINA IDRIJA LC  130020 IDRIJA - KOČEVŠE - VOJSKO,OP RR,ESRR,GORIŠKA,IDRIJA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3823,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KAMNIK,500000,500000,,,IZGRADNJA LOKALNE POVEZOVALNE CESTE B31,OP RR,ESRR,OSREDNJESLOVENSKA,KAMNIK,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3824,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KIDRIČEVO,472026,472026,,,REKONSTRUKCIJA CESTE LC 240110,OP RR,ESRR,PODRAVSKA,KIDRIČEVO,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3825,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KOBARID,633708,633708,,,KANALIZACIJA IN VODOVOD GREGORČIČEVA Z MANFREDOVO,OP RR,ESRR,GORIŠKA,KOBARID,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3826,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KOČEVJE,708333,708333,,,"TURISTIČNI KOMPLEKS KOČEVJE - JEZERO, 1. FAZA",OP RR,ESRR,JUGOVZHODNA SLOVENIJA,KOČEVJE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3829,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KRANJSKA GORA,1653384,1653384,,,SLOVENSKI PLANINSKI MUZEJ V MOJSTRANI,OP RR,ESRR,GORENJSKA,KRANJSKA GORA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3830,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KRŠKO,1962771,1962771,,,KOMUNALNA INFRASTRUKTURA VIHRE - MRTVICE - 2. FAZA,OP RR,ESRR,SPODNJEPOSAVSKA,KRŠKO,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3831,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA LENART,852125,852125,,,MODERNIZACIJA CESTE SP. PORČIČ - ZG. SENARSKA,OP RR,ESRR,PODRAVSKA,LENART,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3832,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA LENDAVA,909714,909714,,,UREDITEV ULIC IN JAVNIH POVRŠIN V STAREM MESTNEM JEDRU LENDAVE (PRIJAZNO JEDRO MESTA LENDAVE),OP RR,ESRR,POMURSKA,LENDAVA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3833,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA LITIJA,150000,150000,,,VODOVOD RIBČE,OP RR,ESRR,OSREDNJESLOVENSKA,LITIJA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3834,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA LJUTOMER,484455,484455,,,REKONSTRUKCIJA LC 223120 BUČKOVCI - MORAVSKI VRH,OP RR,ESRR,POMURSKA,LJUTOMER,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3836,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA MEDVODE,240000,240000,,,SEKUNDARNA KANALIZACIJA SMLEDNIK,OP RR,ESRR,OSREDNJESLOVENSKA,MEDVODE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3837,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA MOKRONOG - TREBELNO,573203,573203,,,OBNOVA IN NOVOGRADNJA CESTE SV. PETER - DREČJI VRH,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,MOKRONOG -TREBELNO,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3838,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA MORAVSKE TOPLICE,432083,432083,,,REKONSTRUKCIJA DELA LOKALNE CESTE LC 265181 PROSENJAKOVCI - SREDIŠČE,OP RR,ESRR,POMURSKA,MORAVSKE TOPLICE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3839,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA MORAVSKE TOPLICE,576250,576250,,,REKONSTRUKCIJA DELA LOKALNE CESTE LC 265111 SEBEBORCI - PANOVCI,OP RR,ESRR,POMURSKA,MORAVSKE TOPLICE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3840,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA MOZIRJE,661059,661059,,,REKONSTRUKCIJA LOKALNE CESTE MOZIRJE - ŠMIHEL - PLANINSKA RAVNA,OP RR,ESRR,SAVINJSKA,MOZIRJE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
