project_id,project_description,beneficiary,total_amount,eu_cofinancing_amount,member_state_amount,paid_eu_funding,project_title,operational_program,fund_acronym,nuts3,lau2,start_date,management_authority,priority_label,source,beneficiary_url
3737,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA CERKNICA,497391,497391,,,ČIŠČENJE PITNE VODE ZA VOD. SISTEM CERKNICA,OP RR,ESRR,NOTRANJSKO-KRAŠKA,CERKNICA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3738,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA CERKNO,454832,454832,,,OBNOVA CESTE CERKNO - GORJE - BUKOVO,OP RR,ESRR,GORIŠKA,CERKNO,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3740,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ČRENŠOVCI,573278,573278,,,OBNOVA VODOVODA ČRENŠOVCI - ŽIŽKI - TRNJE,OP RR,ESRR,POMURSKA,ČRENŠOVCI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3741,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA DESTRNIK,506217,506217,,,REKONSTRUKCIJA LOKALNIH CEST,OP RR,ESRR,PODRAVSKA,DESTRNIK,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3742,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA DIVAČA,841655,841655,,,KANALIZACIJA DIVAČA 2. FAZA,OP RR,ESRR,OBALNO-KRAŠKA,DIVAČA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3743,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA DOBRNA,404566,404566,,,REKONSTRUKCIJA LC 464161 DOBRNA - HUDIČEV GRABEN - KRIŠTAJE,OP RR,ESRR,SAVINJSKA,DOBRNA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3744,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA DOL PRI LJUBLJANI,120000,120000,,,REKONSTRUKCIJA VODOVODA V ZABORŠTU IN ZAJELŠAH,OP RR,ESRR,OSREDNJESLOVENSKA,DOL PRI LJUBLJANI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3745,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA DUPLEK,669593,669593,,,OBNOVA LOKALNE CESTE DUPLEŠKI VRH,OP RR,ESRR,PODRAVSKA,DUPLEK,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3746,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA GORIŠNICA,527498,527498,,,SEKUNDARNA KANALIZACIJA MOŠKANJCI,OP RR,ESRR,PODRAVSKA,GORIŠNICA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3747,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA GORNJA RADGONA,795697,795697,,,SEKUNDARNO KANALIZACIJSKO OMREŽJE GORNJA RADGONA,OP RR,ESRR,POMURSKA,GORNJA RADGONA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3748,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA GRAD,448842,448842,,,MODERNIZACIJA IN REKONSTRUKCIJA LOKALNIH CEST OBČINE GRAD,OP RR,ESRR,POMURSKA,GRAD,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3749,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA HRASTNIK,490554,490554,,,REKONSTRUKCIJA  LC 122070 DOL - BLATE IN LZ 12221,OP RR,ESRR,ZASAVSKA,HRASTNIK,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3750,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA JESENICE,614844,614844,,,"KOMUNALNA INFRASTRUKTURA - C.C. TAVČARJEVA, 1. FAZA",OP RR,ESRR,GORENJSKA,JESENICE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3751,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KANAL OB SOČI,612136,612136,,,VODOVOD LOKOVEC - KAL NAD KANALOM,OP RR,ESRR,GORIŠKA,KANAL OB SOČI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3752,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KIDRIČEVO,1106140,1106140,,,UREDITEV SEKUNDARNE  KANALIZACIJE V STRNIŠČU,OP RR,ESRR,PODRAVSKA,KIDRIČEVO,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3753,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KOČEVJE,891666,891666,,,PRENOVA IN REVITALIZACIJA MESTNEGA JEDRA,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,KOČEVJE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3754,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KOMEN,760727,760727,,,KČN KOMEN,OP RR,ESRR,OBALNO-KRAŠKA,KOMEN,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3755,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KRŠKO,818949,818949,,,KOMUNALNA INFRASTRUKTURA VELIKA VAS - GORENJA VAS - 1. FAZA,OP RR,ESRR,SPODNJEPOSAVSKA,KRŠKO,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3756,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA KUNGOTA,491420,491420,,,LOKALNI VODOVOD VIŠJA TLAČNA CONA GRUŠENA,OP RR,ESRR,PODRAVSKA,KUNGOTA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3757,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA LAŠKO,882825,882825,,,UREDITEV KANALIZACIJE LAŠKO IN RIMSKE TOLICE,OP RR,ESRR,SAVINJSKA,LAŠKO,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3758,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA LENDAVA,463117,463117,,,UREDITEV TURISTIČNE CESTE LENDAVSKE GORICE,OP RR,ESRR,POMURSKA,LENDAVA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3759,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA LJUTOMER,514865,514865,,,REKONSTRUKCIJA DELA LC 223110 BUČKOVCI - RADOSLAVCI,OP RR,ESRR,POMURSKA,LJUTOMER,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3760,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA LOŠKI POTOK,742543,742543,,,UREDITEV KRIŽIŠČA LOKALNIH CEST HRIB CENTER,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,LOŠKI POTOK,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3761,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA LUČE,336110,336110,,,LC ROGAČNIK,OP RR,ESRR,SAVINJSKA,LUČE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3762,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA MARKOVCI,520294,520294,,,SEKUNDARNA KANALIZACIJA IN ČN MARKOVCI,OP RR,ESRR,PODRAVSKA,MARKOVCI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3763,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA MEŽICA,299999,299999,,,OBNOVA LOKALNIH CEST V OKVIRU TURISTIČNEGA PROJEKTA PECA,OP RR,ESRR,KOROŠKA,MEŽICA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3764,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA MORAVSKE TOPLICE,982200,982200,,,"REKONSTRUKCIJA LOKALNE CESTE LC 265051 M. TOPLICE - FOKOVCI, II. FAZA",OP RR,ESRR,POMURSKA,MORAVSKE TOPLICE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3765,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA NAZARJE,185940,185940,,,IZVEDBA UREDITVE CENTRA NAZARJE,OP RR,ESRR,SAVINJSKA,NAZARJE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3766,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ODRANCI,742380,742380,,,GRADNJA CEST IN KOMUNALNIH VODOV ZA OC ODRANCI,OP RR,ESRR,POMURSKA,ODRANCI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3768,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA PODLEHNIK,674712,674712,,,UREDITEV CESTE V OBČINI PODLEHNIK,OP RR,ESRR,PODRAVSKA,PODLEHNIK,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3769,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA PODVELKA,322200,322200,,,REKONSTRUKCIJA LOKALNE CESTE LC ŠT. 319900 IRŠIČEV JAREK - PAPOTNIKOVA,OP RR,ESRR,KOROŠKA,PODVELKA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3770,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA POLJČANE,417752,417752,,,REKONSTRUKCIJA LC SP. BREŽNICA,OP RR,ESRR,PODRAVSKA,POLJČANE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3771,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA POSTOJNA,541084,541084,,,NOTRANJSKI MUZEJ POSTOJNA,OP RR,ESRR,NOTRANJSKO-KRAŠKA,POSTOJNA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3772,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA PREBOLD,3025889,3025889,,,MREŽA LC SPODNJE SAVINJSKE DOLINE II. FAZA,OP RR,ESRR,SAVINJSKA,PREBOLD,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3773,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA PUCONCI,1103294,1103294,,,KANALIZACIJA PREDANOVCI - BREZOVCI - LEMERJE S ČISTILNO NAPRAVO,OP RR,ESRR,POMURSKA,PUCONCI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3774,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA RADEČE,328903,328903,,,TURISTIČNO REKREACIJSKI CENTER SAVUS RADEČE,OP RR,ESRR,SAVINJSKA,RADEČE,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3775,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA RADLJE OB DRAVI,300000,300000,,,POSLOVNA CONA RADLJE OB DRAVI,OP RR,ESRR,KOROŠKA,RADLJE OB DRAVI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3776,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA RAVNE NA KOROŠKEM,420000,420000,,,OBNOVITVENA DELA V MESTNEM JEDRU RAVNE,OP RR,ESRR,KOROŠKA,RAVNE NA KOROŠKEM,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3777,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA RIBNICA,483302,483302,,,SEVERNA SERVISNA CESTA,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,RIBNICA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3778,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ROGAŠKA SLATINA,1004944,1004944,,,IZGRADNJA LC: G2 - OBMOČJE ZDRAVILIŠČA,OP RR,ESRR,SAVINJSKA,ROGAŠKA SLATINA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3779,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ROGAŠOVCI,949950,949950,,,IZGRADNJA SEKUND. VODOVODA V OBČINI ROGAŠOVCI,OP RR,ESRR,POMURSKA,ROGAŠOVCI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3780,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA SLOVENSKA BISTRICA,803223,803223,,,OBNOVA LC NA RELACIJI ZGORNJA LOŽNICA - RADKOVEC,OP RR,ESRR,PODRAVSKA,SLOVENSKA BISTRICA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3781,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA SLOVENSKA BISTRICA,508514,508514,,,OBNOVA VOŽIŠČ NA RELACIJI LC PODGRAD - OSANKARICA,OP RR,ESRR,PODRAVSKA,SLOVENSKA BISTRICA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3782,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA SOLČAVA,373020,373020,,,TEMELJI TRAJNOSTNEGA RAZVOJA (VAS SOLČAVA),OP RR,ESRR,SAVINJSKA,SOLČAVA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3783,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA SVETI JURIJ OB ŠČAVNICI,477731,477731,,,"REKONSTRUKCIJA OBČINSKE CESTE LC 223100, ODSEK 223101 DRAKOVCI - STARA",OP RR,ESRR,POMURSKA,SVETI JURIJ OB ŠČAVNICI,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3784,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA SVETI TOMAŽ,498904,498904,,,MODERNIZACIJA LOKALNIH CEST BRATONEČICE IN SEJANCI,OP RR,ESRR,PODRAVSKA,SVETI TOMAŽ,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3785,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ŠENTJERNEJ,885416,885416,,,REKONSTRUKCIJA LC 394111 V ZBIRNO CESTO,OP RR,ESRR,JUGOVZHODNA SLOVENIJA,ŠENTJERNEJ,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3786,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ŠENTJUR,708266,708266,,,REKONSTRUKCIJA LC 396080 GORICA - DROBINSKO,OP RR,ESRR,SAVINJSKA,ŠENTJUR,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
3787,"3. JAVNI RAZPIS ZA PREDNOSTNO USMERITEV »REGIONALNI RAZVOJNI PROGRAMI« V OKVIRU OPERATIVNEGA PROGRAMA KREPITVE REGIONALNIH RAZVOJNIH POTENCIALOV ZA OBDOBJE 2007-2013, RAZVOJNE PRIORITETE »RAZVOJ REGIJ«",OBČINA ŠKOFJA LOKA,1800000,1800000,,,IZGRADNJA I. ETAPE GORENJSKE PANORAMSKE CESTE,OP RR,ESRR,GORENJSKA,ŠKOFJA LOKA,2008,JAVNI RAZPIS,RAZVOJ REGIJ,OU,
