Bénéficiaires,Date de la demande,Montant total des chèques technologiques,Feder décidées,Part wallonne décidées,Montants cofinancés décidées,Feder payées,Part wallonne payées,Montants cofinancés payées,Date de clôture,project
FIB BELGIUM SA,18/12/2009,10000,3000,4500,7500,3000,4500,7500,10/12/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LASERSPEC,22/12/2009,20000,6000,9000,15000,6000,9000,15000,10/12/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ART BOIS ETALLE,23/03/2010,9000,2700,4050,6750,2700,4050,6750,26/08/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MUNCK SERVICES BELGIUM,05/01/2010,2500,750,1125,1875,750,1125,1875,26/08/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LAMBDA - X,24/12/2009,7000,2100,3150,5250,2100,3150,5250,22/12/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROMETHERA BIOSCIENCES,22/12/2009,20000,6000,9000,15000,6000,9000,15000,20/12/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CREACTION,05/01/2010,1000,300,450,750,300,450,750,27/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CREACTION,05/01/2010,1500,450,675,1125,450,675,1125,27/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CONCEPT ET FORME,09/06/2010,2000,600,900,1500,600,900,1500,13/07/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Bos International,23/12/2009,15000,4500,6750,11250,4500,6750,11250,19/08/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
S.A. Ets. R. HEINEN N.V.,23/12/2009,7000,2100,3150,5250,2100,3150,5250,25/01/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CONCEPT ET FORME,09/06/2010,6000,1800,2700,4500,1800,2700,4500,13/07/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EPSLOG,02/02/2010,2500,750,1125,1875,750,1125,1875,19/08/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Capaul,01/03/2010,2500,750,1125,1875,750,1125,1875,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
A. MENCHIOR ET FILS,19/01/2010,500,150,225,375,150,225,375,27/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LA MAISON DE DEMAIN,11/01/2010,8000,2400,3600,6000,2400,3600,6000,03/09/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
UNISENSOR,25/01/2010,7000,2100,3150,5250,1200,1800,3000,27/07/2015,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
G.I.E. WALCHANVRE,18/01/2010,5000,1500,2250,3750,1500,2250,3750,16/03/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Metal Deploye Belge,27/01/2010,2500,750,1125,1875,750,1125,1875,22/02/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NEW SOKAO,04/02/2010,15000,4500,6750,11250,4500,6750,11250,26/08/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SAMTECH,14/04/2010,11000,3300,4950,8250,3300,4950,8250,18/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ROBIX,08/02/2010,6000,1800,2700,4500,1800,2700,4500,01/02/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EUROQUARTZ,23/02/2010,1000,300,450,750,300,450,750,25/03/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EUROQUARTZ,23/02/2010,2500,750,1125,1875,750,1125,1875,25/03/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARRIERES SCHAUSS,08/03/2010,1000,300,450,750,300,450,750,15/06/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PASTIFICIO DELLA MAMMA,24/02/2010,20000,6000,9000,15000,6000,9000,15000,07/04/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TOITURES LUC DELHEZ,22/02/2010,3500,1050,1575,2625,1050,1575,2625,26/04/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SERVITEX,24/02/2010,5000,1500,2250,3750,1500,2250,3750,19/08/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ORTIS,24/02/2010,10500,3150,4725,7875,3150,4725,7875,15/06/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Menuiserie Olivier,25/02/2010,1500,450,675,1125,450,675,1125,03/09/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Les Carrières DE LA FLECHE,25/02/2010,1000,300,450,750,300,450,750,19/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Alvénat,10/03/2010,5500,1650,2475,4125,1650,2475,4125,18/06/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EPOCAT,03/03/2010,4000,1200,1800,3000,1200,1800,3000,15/06/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
C.E. +T. TECHNICS,08/03/2010,16500,4950,7425,12375,4950,7425,12375,08/06/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SCE Immobilière,08/03/2010,5000,1500,2250,3750,1500,2250,3750,20/12/2013,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Développement en Traitementde l'Information,05/03/2010,1000,300,450,750,300,450,750,18/06/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PLASTIFLAC-LEJEUNE,19/03/2010,7000,2100,3150,5250,2100,3150,5250,04/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROSPECTIVE DESIGN,10/03/2010,1500,450,675,1125,450,675,1125,27/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
C.E. +T. TECHNICS,09/03/2010,3500,1050,1575,2625,1050,1575,2625,29/06/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LESCAV,15/03/2010,1000,300,450,750,300,450,750,8/10/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Erich MEYER - GILLESSEN,23/03/2010,2500,750,1125,1875,750,1125,1875,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Erich MEYER - GILLESSEN,23/03/2010,500,150,225,375,150,225,375,08/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RENSONNET,10/03/2010,6500,1950,2925,4875,1950,2925,4875,29/06/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GLOBAL DESIGN TECHNOLOGY,10/03/2010,7500,2250,3375,5625,2250,3375,5625,15/06/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROSPECTIVE DESIGN,11/03/2010,500,150,225,375,150,225,375,18/06/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CE+T - CONSTRUCTIONS ELECTRONIQUES + TELECOMMUNICATIONS,22/03/2010,6000,1800,2700,4500,900,1350,2250,11/03/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
EURO HEAT PIPES,19/03/2010,19500,5850,8775,14625,5850,8775,14625,10/12/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LAMBDA - PLUS,16/03/2010,20000,6000,9000,15000,6000,9000,15000,19/08/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
A.C.M. PRODESIGN,23/03/2010,500,150,225,375,150,225,375,21/04/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BIORTIES,23/03/2010,11000,3300,4950,8250,2700,4050,6750,15/03/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIABETICOM,23/03/2010,500,150,225,375,150,225,375,15/06/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARRIERES DE PREALLE,16/04/2010,1000,300,450,750,300,450,750,19/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
KITOZYME,29/03/2010,500,150,225,375,150,225,375,26/04/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
HUTRADE,30/04/2010,5000,1500,2250,3750,1500,2250,3750,09/07/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
STEVENS & CIE,06/04/2010,19500,5850,8775,14625,5850,8775,14625,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARDEM,08/04/2010,1000,300,450,750,300,450,750,19/08/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PAILLE TECH,15/04/2010,3500,1050,1575,2625,1050,1575,2625,02/05/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
S.A. Ets. R. HEINEN N.V.,27/04/2010,20000,6000,9000,15000,6000,9000,15000,6/10/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
IWAN SIMONIS,09/04/2010,4000,1200,1800,3000,1200,1800,3000,24/02/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PH. DEPUYDT CONSULTING ANENGINEERING,11/04/2010,10000,3000,4500,7500,3000,4500,7500,15/06/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Le Saupont,26/04/2010,10500,3150,4725,7875,3150,4725,7875,07/09/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
O.COM,19/04/2010,7500,2250,3375,5625,2250,3375,5625,22/11/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BAEYENS GLASS & INOX,15/04/2010,2500,750,1125,1875,750,1125,1875,21/04/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FIB BELGIUM SA,23/04/2010,5500,1650,2475,4125,1650,2475,4125,18/12/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARRIERE DE MARENNE,30/04/2010,1000,300,450,750,300,450,750,19/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GREENELEC Europe,11/05/2010,20000,6000,9000,15000,6000,9000,15000,02/05/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Jac,04/05/2010,1000,300,450,750,300,450,750,27/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARRIERE DE MARENNE,30/04/2010,1000,300,450,750,300,450,750,19/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARRIERES DE PREALLE,05/05/2010,1000,300,450,750,300,450,750,19/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
G.I.E. WALCHANVRE,03/05/2010,9000,2700,4050,6750,2700,4050,6750,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
STX-Med,30/04/2010,6000,1800,2700,4500,900,1350,2250,18/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ERC Belgium,07/05/2010,20000,6000,9000,15000,6000,9000,15000,27/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Dreamgest,07/05/2010,20000,6000,9000,15000,6000,9000,15000,22/03/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TDS,28/10/2010,500,150,225,375,150,225,375,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
V.B.S.,12/05/2010,16000,4800,7200,12000,4800,7200,12000,07/09/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
KX CONCEPT,02/06/2010,10000,3000,4500,7500,3000,4500,7500,6/10/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CONCEPT ET FORME,09/06/2010,1500,450,675,1125,450,675,1125,22/12/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Société civile d'architectes helium3 SCRL ,27/05/2010,1000,300,450,750,300,450,750,6/10/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
TARADON LABORATORY,17/12/2010,14500,4350,6525,10875,4350,6525,10875,09/05/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PH. DEPUYDT CONSULTING ANENGINEERING ,31/05/2010,8500,2550,3825,6375,2550,3825,6375,5/11/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Professional Computing Solutions ,21/05/2010,16500,4950,7425,12375,4950,7425,12375,22/11/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
THYMOLUX,27/05/2010,4000,1200,1800,3000,1200,1800,3000,15/12/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FIB BELGIUM SA,27/05/2010,500,150,225,375,150,225,375,18/11/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROSPECTIVE DESIGN,27/05/2010,500,150,225,375,150,225,375,09/07/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
AE VALVES,4/10/2010,19500,5850,8775,14625,5850,8775,14625,22/12/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ENROBAGE - STOCKEM - ESA,02/06/2010,1000,300,450,750,300,450,750,27/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ENROBAGE - STOCKEM - ESA,02/06/2010,1000,300,450,750,300,450,750,27/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ENROBAGE - STOCKEM - ESA,02/06/2010,1000,300,450,750,300,450,750,27/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
BOULET - MENAGE,05/07/2010,1500,450,675,1125,450,675,1125,27/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIAGENODE,20/12/2010,20000,6000,9000,15000,6000,9000,15000,08/06/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Etablissements Trachet - Soberac,07/06/2010,1000,300,450,750,150,225,375,21/04/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
ISSOL,07/06/2010,500,150,225,375,150,225,375,26/08/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
CARRIERE EMOND,08/06/2010,1000,300,450,750,300,450,750,19/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MG CONSULTANTS,10/06/2010,3500,1050,1575,2625,1050,1575,2625,19/08/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
3-GSP,09/06/2010,20000,6000,9000,15000,6000,9000,15000,27/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NEW LACHAUSSEE,09/06/2010,2000,600,900,1500,600,900,1500,22/09/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GARNIMETAL,16/03/2011,10500,3150,4725,7875,3150,4725,7875,30/03/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Anciens Etablissements Yvens Decroupet,22/06/2010,1000,300,450,750,300,450,750,19/07/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
STX-Med,17/06/2010,2500,750,1125,1875,750,1125,1875,23/09/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PIERRET,17/06/2010,3500,1050,1575,2625,1050,1575,2625,09/05/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Meca Solutions,01/07/2010,1500,450,675,1125,450,675,1125,18/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MAYA FAIR TRADE,23/06/2010,3000,900,1350,2250,900,1350,2250,22/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FACYBEL,31/08/2010,9500,2850,4275,7125,2850,4275,7125,22/11/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
JAGUAR - THIRY,15/07/2010,10000,3000,4500,7500,3000,4500,7500,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
LA MAISON DE DEMAIN,16/11/2010,12000,3600,5400,9000,3600,5400,9000,20/12/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Chassis Norma,09/07/2010,5500,1650,2475,4125,1650,2475,4125,21/04/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PROSPECTIVE DESIGN,17/08/2010,500,150,225,375,150,225,375,27/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
Etablissements HENROTTE,29/09/2010,20000,6000,9000,15000,6000,9000,15000,18/11/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
NOMICS,06/08/2010,6000,1800,2700,4500,1800,2700,4500,19/09/2014,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
SAGITA,05/08/2010,2000,600,900,1500,600,900,1500,18/07/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
PIERRET,3/12/2010,5500,1650,2475,4125,1650,2475,4125,09/05/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
RESPECT-IT,10/08/2010,12000,3600,5400,9000,3600,5400,9000,04/02/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
M.I.M.S.,08/09/2010,20000,6000,9000,15000,4950,7425,12375,08/07/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
MG CONSULTANTS,10/08/2010,5000,1500,2250,3750,1500,2250,3750,27/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
DIABETICOM,05/08/2010,500,150,225,375,150,225,375,23/09/2010,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
GD tech - GLOBAL DESIGN TECHNOLOGY,11/08/2010,5500,1650,2475,4125,1650,2475,4125,18/01/2011,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
FOOD'X,23/08/2010,19500,5850,8775,14625,3000,4500,7500,14/02/2012,Mesure 2.01 : Stimulation du potentiel technologique des PME (Action 2.1.4 - Chèques Technologiques)
